SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;IS_QUALIFIED_INVESTORS;HIGH_RISK;YIELDATWAP;REGISTRYCLOSEDATE;DIVIDENDVALUE;DIVIDENDYIELD;REGISTRYCLOSETYPE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A0JUFV8;РоснефтьБ7;ПАО НК Роснефть БО-07;Биржевые облигации;RU000A0JUFV8;4B02-07-00122-A;1;1000,0;RUB;20000000;1;0;TQCB;Т+: Облигации - безадрес.;06.02.2024;;18.02.2014;0;0;0;5,53;;;;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;103,12;1035,1;941,941;1128,259;910,888;1159,312;879,835;1190,365;9,0;400000;12,0;2000000;15,0;10,00;10,00
RU000A0JUG56;МежИнБанк1;Международный инвест. банк 01;Корпоративные еврооблигации;RU000A0JUG56;;3;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;16.04.2024;;29.04.2014;0;0;0;;;;;;МЕЖДУНАРОДНЫЙ ИНВЕСТИЦИОННЫЙ БАНК;9909152110;1;99,98;999,84;;1999,68;;1999,68;;1999,68;100,0;;;;;10,00;10,00
RU000A0JUG72;МежИнБанк2;Международный инвест. банк 02;Корпоративные еврооблигации;RU000A0JUG72;;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;16.04.2025;;29.04.2015;0;0;0;;;;;;МЕЖДУНАРОДНЫЙ ИНВЕСТИЦИОННЫЙ БАНК;9909152110;1;76,473;764,76;;1529,52;;1529,52;;1529,52;100,0;;;;;10,00;10,00
RU000A0JUG98;МежИнБанк4;Международный инвест. банк 04;Корпоративные еврооблигации;RU000A0JUG98;;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;06.11.2025;;19.11.2015;0;0;0;;;;;;МЕЖДУНАРОДНЫЙ ИНВЕСТИЦИОННЫЙ БАНК;9909152110;1;70,742;707,42;643,752;771,088;622,53;792,31;601,307;813,533;9,0;100000;12,0;500000;15,0;10,00;10,00
RU000A0JUJ87;АИЖК2014А3;ИА АИЖК 2014-1 А3;Корпоративные облигации;RU000A0JUJ87;4-04-81450-H;3;415,54;RUB;6323000;0;0;TQCB;Т+: Облигации - безадрес.;11.06.2046;;25.03.2014;0;0;0;;;;;;"Закрытое акционерное общество ""Ипотечный агент АИЖК 2014-1""";7743901086;1;104,938;443,409;257,177;629,641;235,007;651,811;212,836;673,982;42,0;50000;47,0;200000;52,0;10,00;10,00
RU000A0JUJG1;Росбн14ИП;РОСБАНК ПАО обл.14-ИП;Корпоративные облигации;RU000A0JUJG1;41403338B;2;650,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.03.2024;;27.03.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;109,31;723,335;636,535;810,135;614,835;831,835;593,135;853,535;12,0;100000;15,0;500000;18,0;12,00;10,00
RU000A0JUKK1;ПИФРВМКап;УКРВМКапитал ПИФРВМКапитальный;Паи закрытых ПИФов;RU000A0JUKK1;2729;3;0,0;RUB;0;0;0;TQIF;Т+: Паи - безадрес.;;;30.06.2014;0;0;0;;;;;;"Закрытое акционерное общество Управляющая компания ""РВМ Капитал""";7722563196;1;1009353,0;1009353,0;;2018706,0;;2018706,0;;2018706,0;100,0;;;;;100,00;100,00
RU000A0JUKX4;ДОМ.РФ30об;ДОМ.РФ (АО) обл. сер. А30;Корпоративные облигации;RU000A0JUKX4;4-30-00739-A;3;1000,0;RUB;6000000;1;0;TQCB;Т+: Облигации - безадрес.;01.03.2033;;28.04.2014;0;0;0;;;;;;"Акционерное общество ""ДОМ.РФ""";7729355614;1;99,755;1009,45;868,127;1150,773;837,844;1181,057;807,56;1211,34;14,0;100000;17,0;500000;20,0;10,00;10,00
RU000A0JUL67;РосбнБСО12;РОСБАНК ПАО обл.БСО-12;Биржевые облигации;RU000A0JUL67;4B022902272B;3;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2024;;30.04.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JUL91;РосбнБСО13;РОСБАНК ПАО обл.БСО-13;Биржевые облигации;RU000A0JUL91;4B023002272B;3;1000,0;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2024;;30.04.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JULA0;РосбнБСО14;РОСБАНК ПАО обл.БСО-14;Биржевые облигации;RU000A0JULA0;4B023102272B;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2024;;30.04.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JULC6;РосбнБСО15;РОСБАНК ПАО обл.БСО-15;Биржевые облигации;RU000A0JULC6;4B023202272B;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;30.04.2024;;30.04.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JUMH3;ГПБ БО-08;ГПБ (АО) БО-08;Биржевые облигации;RU000A0JUMH3;4B020800354B;3;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;23.05.2024;;23.05.2014;0;0;0;;;;;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,777;1008,87;938,249;1079,491;907,983;1109,757;877,717;1140,023;7,0;200000;10,0;1000000;13,0;7,00;7,00
RU000A0JUML5;БашнфтБО5;"ПАО ""АНК ""Башнефть"" БО-05";Биржевые облигации;RU000A0JUML5;4B02-05-00013-A;3;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;13.05.2024;;26.05.2014;0;0;0;;;;;;"Публичное акционерное общество ""Акционерная нефтяная Компания ""Башнефть""";0274051582;1;102,964;1041,68;;2083,36;;2083,36;;2083,36;100,0;;;;;10,00;10,00
RU000A0JUPE3;Оренб35002;Оренбургская область 35002 об.;Региональные облигации;RU000A0JUPE3;RU35002AOR0;1;50,0;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;14.06.2021;;23.06.2014;0;0;0;;;;;;Министерство финансов Оренбургской области;5610008401;1;101,7988;51,9994;;103,9988;;103,9988;;103,9988;100,0;;;;;10,00;10,00
RU000A0JUPW5;ЗенитБО-13;"""Банк Зенит"" (ПАО) БО-13";Биржевые облигации;RU000A0JUPW5;4B021303255B;3;1000,0;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;13.06.2024;;26.06.2014;0;0;0;;;;;;Банк ЗЕНИТ (публичное акционерное общество);7729405872;1;97,979;979,79;;1959,58;;1959,58;;1959,58;100,0;;;;;7,00;7,00
RU000A0JUPZ8;РЖД БО-19;"""Российские ЖД"" ОАО БО-19";Биржевые облигации;RU000A0JUPZ8;4B02-19-65045-D;3;1000,0;RUB;25000000;0;0;TQCB;Т+: Облигации - безадрес.;20.05.2044;;27.06.2014;0;0;0;;;;;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;100,0;1010,25;;2020,5;;2020,5;;2020,5;100,0;;;;;10,00;10,00
RU000A0JUQ39;ГПБ БО-09;ГПБ (АО) БО-09;Биржевые облигации;RU000A0JUQ39;4B020900354B;3;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;27.06.2024;;27.06.2014;0;0;0;6,14;;;;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;98,568;994,97;845,725;1144,216;815,875;1174,065;786,026;1203,914;15,0;200000;18,0;1000000;21,0;9,00;9,00
RU000A0JUQ96;ТрансФБО29;ТрансФин-М ПАО БО-29;Биржевые облигации;RU000A0JUQ96;4B02-04-50156-A;2;1000,0;RUB;2500000;0;0;TQCB;Т+: Облигации - безадрес.;17.06.2024;;30.06.2014;0;0;0;;;;;;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1;100,99;1022,83;;2045,66;;2045,66;;2045,66;100,0;;;;;10,00;10,00
RU000A0JUQB7;БелгОб2014;Белгородская обл.2014 обл.;Региональные облигации;RU000A0JUQB7;RU35008BEL0;1;50,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;21.06.2021;;30.06.2014;0;0;0;4,75;;;;;Правительство Белгородской области;3124016792;1;101,8888;51,9044;;103,8088;;103,8088;;103,8088;100,0;;;;;8,00;8,00
RU000A0JUQC5;АшинМЗ БО1; Ашинский метзавод ПАО БО-01;Биржевые облигации;RU000A0JUQC5;4B02-01-45219-D;3;1000,0;RUB;1000000;0;0;TQCB;Т+: Облигации - безадрес.;17.06.2024;;30.06.2014;0;0;0;53,98;;;;;"Публичное акционерное общество ""Ашинский металлургический завод""";7401000473;1;88,63;896,7;;1793,4;;1793,4;;1793,4;100,0;;;;;10,00;10,00
RU000A0JUQH4;Якут 35006;Респ. Саха(Якутия) об. 35006;Региональные облигации;RU000A0JUQH4;RU35006RSY0;1;100,0;RUB;2500000;0;0;TQCB;Т+: Облигации - безадрес.;02.07.2021;;02.07.2014;0;0;0;3,24;;;;;Министерство финансов Республики Саха (Якутия);1435027673;1;102,199;103,969;;207,938;;207,938;;207,938;100,0;;;;;10,00;10,00
RU000A0JUQP7;СамарОбл10;Самарская область 2014;Региональные облигации;RU000A0JUQP7;RU35010SAM0;1;50,0;RUB;12000000;0;0;TQCB;Т+: Облигации - безадрес.;01.07.2021;;10.07.2014;0;0;0;4,54;;;;;Министерство управления финансами Самарской области;6315802231;1;101,7928;51,6664;;103,3328;;103,3328;;103,3328;100,0;;;;;10,00;10,00
RU000A0JUR04;ТрансФБО30;ТрансФин-М ПАО БО-30;Биржевые облигации;RU000A0JUR04;4B02-05-50156-A;2;1000,0;RUB;2002100;0;0;TQCB;Т+: Облигации - безадрес.;05.07.2024;;18.07.2014;0;0;0;;;;;;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1;101,96;1028,15;;2056,3;;2056,3;;2056,3;100,0;;;;;10,00;10,00
RU000A0JUR61;ПИФ КОНСЕР;УК ПЕРАМО ИН ПИФ КОНСЕРВАТОРия;Паи интервальных ПИФов;RU000A0JUR61;2006-94172747;3;0,0;RUB;0;0;0;TQIF;Т+: Паи - безадрес.;;;21.10.2014;0;0;0;;;;;;"Общество с ограниченной ответственностью ""ПЕРАМО ИНВЕСТ""";7716618947;1;1799,6;1799,6;;3599,2;;3599,2;;3599,2;100,0;;;;;100,00;100,00
RU000A0JURM2;ОткрХОЛБО3;Открытие Холдинг АО обл. БО-3;Биржевые облигации;RU000A0JURM2;4B02-03-14406-A;3;1000,0;RUB;42000000;0;0;TQRD;Т+: Облигации Д - безадрес.;14.07.2027;;30.07.2014;0;0;1;;;;;;"Акционерное общество ""Открытие Холдинг""";7708730590;1;2,96;29,6;;59,2;;59,2;;59,2;100,0;;;;;100,00;100,00
RU000A0JUT85;ПЕРЕСВЕТБ2;"АКБ ПАО ""ПЕРЕСВЕТ"" БО-02";Биржевые облигации;RU000A0JUT85;4B020202110B;3;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;04.08.2034;;29.08.2014;0;0;0;;;;;;"Акционерный коммерческий банк ""ПЕРЕСВЕТ"" (Публичное акционерное общество)";7703074601;1;25,997;278,97;;557,94;;557,94;;557,94;100,0;;;;;100,00;100,00
RU000A0JUTB1;ВЭБ.РФ Б11;ВЭБ.РФ БО-11;Биржевые облигации;RU000A0JUTB1;4B02-11-00004-T;3;1000,0;RUB;1000000;0;0;TQCB;Т+: Облигации - безадрес.;16.08.2029;;04.09.2014;0;0;0;;;;;;"государственная корпорация развития ""ВЭБ.РФ""";7750004150;1;100,0;1000,0;;2000,0;;2000,0;;2000,0;100,0;;;;;10,00;10,00
RU000A0JUTH8;ПИФВариант;ЗПИФ Вариант УК ТЕТИС Кэпитал;Паи закрытых ПИФов;RU000A0JUTH8;2844;3;0,0;RUB;0;0;0;TQIF;Т+: Паи - безадрес.;;;25.03.2015;0;1;0;;;;;;"Общество с ограниченной ответственностью ""ТЕТИС Кэпитал""";;1;1497,36;1497,36;;2994,72;;2994,72;;2994,72;100,0;;;;;100,00;100,00
RU000A0JUU90;АльфаБО-13;Альфа-Банк АО обл. БО-13;Биржевые облигации;RU000A0JUU90;4B021301326B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;30.08.2029;;18.09.2014;0;0;0;;;;;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;100,189;1026,28;944,178;1108,382;913,389;1139,171;882,601;1169,959;8,0;200000;11,0;1000000;14,0;8,00;8,00
RU000A0JUUA1;АльфаБО-14;Альфа-Банк АО обл. БО-14;Биржевые облигации;RU000A0JUUA1;4B021401326B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;30.08.2029;;18.09.2014;0;0;0;-0,83;;;;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""";7728168971;1;101,521;1053,18;916,267;1190,093;884,671;1221,689;853,076;1253,284;13,0;100000;16,0;500000;19,0;10,00;10,00
RU000A0JUV08;ГПБ БО-10;ГПБ (АО) БО-10;Биржевые облигации;RU000A0JUV08;4B021000354B;3;1000,0;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;26.09.2024;;26.09.2014;0;0;0;1,99;;;;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;99,935;1017,17;895,11;1139,23;864,595;1169,746;834,079;1200,261;12,0;200000;15,0;1000000;18,0;10,00;10,00
RU000A0JUV81;Росбн13ИП;РОСБАНК ПАО обл.13-ИП;Корпоративные облигации;RU000A0JUV81;41303338B;3;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;01.10.2024;;01.10.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;102,889;1067,75;982,33;1153,17;950,298;1185,203;918,265;1217,235;8,0;100000;11,0;500000;14,0;10,00;10,00
RU000A0JUVG6;ПромсвбБО8;Промсвязьбанк ПАО БО-08;Биржевые облигации;RU000A0JUVG6;4B020803251B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;28.03.2021;;28.03.2016;0;0;0;5,37;;;;;"Публичное акционерное общество ""Промсвязьбанк""";7744000912;1;99,959;1020,14;612,084;1428,196;581,48;1458,8;550,876;1489,404;40,0;100000;43,0;500000;46,0;10,00;10,00
RU000A0JUW23;Росбн15ИП;РОСБАНК ПАО обл.15-ИП;Корпоративные облигации;RU000A0JUW23;41503338B;2;937,5;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;10.10.2024;;10.10.2014;0;0;0;;;;;;Публичное акционерное общество РОСБАНК;7730060164;1;109,096;1036,855;902,064;1171,646;870,958;1202,752;839,853;1233,857;13,0;100000;16,0;500000;19,0;13,00;10,00
RU000A0JUW31;РСХБ БО13;"""Россельхозбанк"" (АО) БО-13";Биржевые облигации;RU000A0JUW31;4B021303349B;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.09.2024;;10.10.2014;0;0;0;;;;;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;102,08;1031,95;897,797;1166,104;866,838;1197,062;835,88;1228,021;13,0;100000;16,0;500000;19,0;7,00;7,00
RU000A0JUW72;РСХБ БО14;"""Россельхозбанк"" (АО) БО-14";Биржевые облигации;RU000A0JUW72;4B021403349B;2;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;30.09.2024;;13.10.2014;0;0;0;;;;;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;102,511;1035,65;901,016;1170,285;869,946;1201,354;838,877;1232,424;13,0;100000;16,0;500000;19,0;7,00;7,00
RU000A0JUWV3;ОткрХОЛБО4;Открытие Холдинг АО обл. БО-4;Биржевые облигации;RU000A0JUWV3;4B02-04-14406-A;3;1000,0;RUB;60000000;0;0;TQRD;Т+: Облигации Д - безадрес.;30.09.2027;;16.10.2014;0;0;1;;;;;;"Акционерное общество ""Открытие Холдинг""";7708730590;1;2,38;23,8;;47,6;;47,6;;47,6;100,0;;;;;100,00;100,00
RU000A0JUX71;РЖД БО-16;"""Российские ЖД"" ОАО БО-16";Биржевые облигации;RU000A0JUX71;4B02-16-65045-D;3;1000,0;RUB;25000000;0;0;TQCB;Т+: Облигации - безадрес.;20.09.2039;;21.10.2014;0;0;0;;;;;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;100,0;1017,01;;2034,02;;2034,02;;2034,02;100,0;;;;;10,00;10,00
RU000A0JUYB1;ЗПИФЛофтин;ЗПИФ Лофтинвест;Паи закрытых ПИФов;RU000A0JUYB1;0521-75409008;3;0,0;RUB;;0;0;TQIF;Т+: Паи - безадрес.;;;05.11.2020;0;1;0;;;;;;"Общество с ограниченной ответственностью ""Управляющая компания ""Свиньин и Партнеры""";7806138649;1;1458665,11;1458665,11;;2917330,22;;2917330,22;;2917330,22;100,0;;;;;;
RU000A0JUYC9;ТрансФБО36;ТрансФин-М ПАО БО-36;Биржевые облигации;RU000A0JUYC9;4B02-11-50156-A;2;1000,0;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;23.10.2024;;05.11.2014;0;0;0;;;;;;"Публичное акционерное общество ""ТрансФин-М""";7708797192;1;100,0;1032,88;;2065,76;;2065,76;;2065,76;100,0;;;;;10,00;10,00
